1397.80747018557,-2532.14433268045,2874.08465458213,-4060.76735384769,4792.87206814667,-4310.41324720697,2720.00873270483,-1123.30826844995,270.754006924816,-28.963713788635,
1406.55566681802,-2544.41676881721,2915.15214174161,-4172.65979501205,4990.73650398903,-4539.57578788139,2890.55120187833,-1201.86737192736,291.128268831702,-31.2456488994142,
1415.05304886882,-2552.91733132993,2934.05283549574,-4214.97615635554,5058.51875096286,-4617.26143554556,2950.41535048764,-1231.17386977367,299.319103330223,-32.2449541623229,
1423.90340565775,-2566.28364811164,2981.1408614679,-4345.55078724243,5291.47431666619,-4887.89268444675,3151.96480700443,-1323.97469301062,323.363025024478,-34.9338025296764,
1432.78197568662,-2579.88722100715,3029.52667990955,-4480.34214802432,5532.74843680325,-5168.82600668236,3361.5786230292,-1420.65769156722,348.457790381548,-37.745436501582,
1441.69121867988,-2593.76511380215,3079.49137045014,-4620.60325974946,5785.65205724171,-5465.26616141065,3584.1309639445,-1523.87881130421,375.378467495372,-40.7733377557359,
1450.74868316191,-2609.56377508417,3140.37506783112,-4794.65888573406,6101.22267666806,-5834.40648956804,3859.83235203295,-1650.87510294805,408.240854581794,-44.4370049655963,
1459.68946725923,-2623.56137816745,3190.93955131452,-4937.53270138714,6361.09736648449,-6142.02882958558,4093.21752678002,-1760.29670385082,437.089042831594,-47.7159598630291,
1468.83062117797,-2640.21334634854,3256.61821149416,-5127.03696174331,6706.92245354914,-6548.49961593277,4398.07105058416,-1901.26995967508,473.705588597485,-51.8126132161785,
1478.03178138112,-2657.5589235485,3326.31002355479,-5329.56352182116,7078.29280974729,-6986.42215155097,4727.33475673701,-2053.82500416837,513.388336911557,-56.256528934469,
1487.08975401291,-2672.67093256624,3382.79835774742,-5490.55826486032,7371.86636679889,-7333.56111207556,4990.11227423226,-2176.73087205892,545.728134277002,-59.9279961659973,
1496.37667458402,-2690.85713570418,3456.9425761024,-5706.52763832929,7767.85947812252,-7799.93213167739,5340.26143897519,-2338.76663699052,587.846386114463,-64.6441971028871,
1505.77368478968,-2710.48954275395,3539.73808739797,-5950.93199490302,8219.99770827514,-8335.64870588529,5744.28552532449,-2526.34169531238,636.706599099442,-70.1198474245642,
1515.30891451114,-2731.94823604801,3633.24553987664,-6229.65899516289,8738.07388867538,-8950.56245627749,6208.17566827151,-2741.56497570725,692.689773318355,-76.3800364872606,
1524.93769981198,-2754.5585816144,3733.30992045643,-6528.97511841458,9295.1076395982,-9611.78375031886,6706.87254282885,-2972.84734939144,752.825193738677,-83.1014314087406,
1534.71151617898,-2779.08889938814,3844.62790105953,-6864.35583951007,9921.54502980836,-10356.6290301639,7269.04827384804,-3233.58640675524,820.586701267027,-90.6667514270434,
1544.40465024896,-2802.2853823039,3948.05475350329,-7175.14729643409,10502.5822047496,-11049.4978810602,7794.06327047898,-3478.23961227519,884.507825850849,-97.8462398626555,
1554.44763467127,-2830.29545316103,4079.36661609667,-7573.31001035562,11247.3372573439,-11933.9861142444,8460.18391898182,-3786.36353296068,964.350610160981,-106.732295633605,
1564.72953704476,-2861.5550343714,4229.59427829107,-8031.23634291985,12105.1706886041,-12952.2405137133,9225.94112977184,-4139.85823540236,1055.72629149363,-116.872505232847,
1574.9851728164,-2892.34550979924,4377.57895579478,-8484.45533939881,12959.3108934039,-13972.8794071546,9998.83317488445,-4499.16085174244,1149.25248919421,-127.322018406018,
1585.56563571218,-2927.58732823816,4551.31300037399,-9018.25686289703,13964.2492466211,-15169.7621237832,10901.3176231772,-4916.67862005862,1257.3688624703,-139.335197680423,
1595.9956658067,-2960.54471934589,4711.94423589524,-9512.30964986559,14897.8743796464,-16287.5508608264,11749.2246692559,-5311.50007855425,1360.31100798426,-150.856129131278,
1606.8246685523,-2999.05101736471,4904.98679223578,-10108.795958659,16025.2455871497,-17634.3919003061,12767.6043804633,-5783.85956161098,1482.92930010043,-164.511211451632,
